Customer_ID,Full_Name,Gender,Age,Join_Date,Annual_Income,Credit_Score,Spending_Score,City,Loyalty_Member
CUST-1429,JOHN RODRIGUEZ,Female,36 yrs,2019-12-25,,792.0,63.0, NY ,true
CUST-1907,Robert Williams,Male,39,invalid_date_str,"$87,800",648.0,16.0,Chicago,NO
CUST-1425,John Davis,Woman,35,18/11/2023,"$69,200.00",647.0,,san francisco,NO
CUST-1599,Sarah Jones,F,56,2019-11-09,"$69,100",678.0,41.0,,Yes
CUST-1158,Olivia Garcia,Female,47,2020-12-18,"$57,700.00",744.0,80.0,Chi-Town,Yes
CUST-1029,James Smith,Female,73,08-09-2019,"$50,700.00",,39.0,San Francisco,Yes
CUST-1049,John Davis,Male,54,2022-05-12,"$69,500.00",583.0,80.0,San Francisco,Y
CUST-1567,Olivia Garcia,m,27,11-05-2020,"$52,400.00",557.0,41.0,Chicago,Yes
CUST-1298,David Miller,female,71,05-27-2019,"$62,600",744.0,62.0,Chicago,N
CUST-1938,Emily Smith,M,33 yrs,01-12-2022,"$58,800.00",999.0,98.0,Chi-Town,false
CUST-1296,Michael Rodriguez,M,48,2021-09-27,"$33,300",576.0,31.0,san francisco,No
,John Martinez,Male,74,02-23-2023,"$79,700.00",740.0,3.0,Chicago,Y
CUST-1361,Emily Miller,Male,210,03-21-2024,45800.0,721.0,14.0,san francisco,Yes
CUST-1746,David Johnson,female,63,09-25-2021,58800.0,612.0,13.0,Chicago,N
CUST-1078,John Davis,Other,27,19/08/2020,"$77,900.00",671.0,3.0,Chicago,yes
CUST-1063,John Smith,Female,67,2019-11-10,"$73,600.00",1050.0,83.0,Chicago,YES
CUST-1174,Emma Williams,m,60,13/03/2023,56800.0,664.0,41.0,New York,Yes
CUST-1169,Emily Martinez,F,19,15/07/2024,"$44,500.00",840.0,76.0,San Francisco,Y
CUST-1394,Emma Brown,Female,73,13/05/2023,30400.0,609.0,145.0,New York,yes
CUST-1514,Emily Rodriguez, Man ,47,2019-07-19,"$56,400.00",555.0,68.0,Chicago,true
CUST-1063,John Rodriguez,Male,60,2024-03-21,-5000,627.0,,New York,Yes
CUST-1765,Sarah Davis,male,56 yrs,,"$87,300.00",729.0,95.0,SF,No
CUST-1076,Robert Williams,Female,68,06-07-2021,65900.0,840.0,53.0,new york,NO
CUST-1323,Michael Miller,Female,33,"March 18, 2020","$36,500",680.0,93.0,new york,yes
CUST-1752,John Rodriguez,male,64,17/03/2021,,1050.0,39.0,San Francisco,Yes
,EMMA JONES,F,71,2022-07-08,85900.0,628.0,7.0,San Francisco,No
CUST-1304,David Garcia,male,60,2022-08-23,111500.0,732.0,72.0,Chicago,Yes
 CUST-1560 ,JAMES RODRIGUEZ,male,47,06/08/2021,"$38,900.00",835.0,71.0,Chicago,Yes
CUST-1426,Emma Williams,Male,,invalid_date_str,"$45,700",652.0,89.0, NY ,yes
CUST-1035,Jane Smith,Male,57,05-13-2022,"$73,000.00",150.0,78.0, NY ,N
CUST-1944,Emma Martinez,Male,55,2020-03-27,"$53,400.00",692.0,8.0,San Francisco,Y
CUST-1712,Olivia Jones,m,65,26/04/2020,"$38,600",653.0,68.0, NY ,No
CUST-1894,James Williams,Female,64,invalid_date_str,96100.0,,,NYC,Yes
CUST-1077,David Williams,Female,49,02-25-2021,"$88,900",690.0,8.0,New York,Y
CUST-1183,Jane Rodriguez,Male,50,02-05-2022,"$66,700",840.0,16.0,San Francisco,No
CUST-1044,Michael Jones,Female,59,12-23-2019,72000.0,606.0,46.0,San Francisco,no
CUST-1737,  robert davis  ,female,66,2024-03-27,"$67,600",670.0,,Chicago,No
CUST-1809,Robert Johnson,Female,65,"February 21, 2021","$53,100.00",762.0,65.0,San Francisco,Yes
CUST-1506,James Garcia,M,66,,"$83,700.00",696.0,30.0,new york,No
CUST-1031,David Garcia,female,72,07-01-2023,"$50,400",,94.0,San Francisco,yes
CUST-1529,David Smith,f,28,"February 21, 2021",,677.0,53.0,New York,NO
CUST-1594,John Garcia,Female,40,"January 28, 2020",101900.0,598.0,85.0,san francisco,N
CUST-1622,Emma Jones,female,41 yrs,10/11/2022,"$71,900.00",657.0,23.0,New York,no
CUST-1123,Robert Jones,Male,29,2021-09-16,"$62,400.00",640.0,99.0,New York,false
CUST-1086,James Brown,Other,,2021-12-15,"$30,800.00",735.0,46.0,Chicago,yes
CUST-1469,Emily Martinez,male,28 yrs,07-14-2019,,,57.0,new york,No
 CUST-1770 ,Olivia Martinez,Male,,14/02/2021,"$105,100",553.0,29.0,NYC,No
CUST-1558,James Miller,F,75,17/01/2021,,768.0,70.0,San Francisco,No
CUST-1101,Jane Williams,Male,18,01-16-2020,"$74,500",791.0,25.0,San Francisco,No
 CUST-1670 ,Jane Jones,M,41,2024-01-26,"$55,000",671.0,92.0,San Francisco,No
CUST-1342,Robert Smith,Male,26,14/06/2023,"$70,700",709.0,15.0,San Francisco,Yes
CUST-1089,James Johnson, Man ,26 yrs,2020-02-07,62200.0,688.0,19.0,chicago,YES
CUST-1551,Jane Williams,female,20,2024-05-20,N/A,708.0,9.0,San Francisco,Yes
CUST-1308,John Miller,Female,74,2022-07-11,71100.0,613.0,64.0,New York,N
CUST-1055,OLIVIA GARCIA,F,25,2021-10-09,"$48,900.00",1050.0,55.0,NYC,Yes
CUST-1917,Emily Davis,Female,-12,09/08/2024,"$102,300.00",736.0,99.0,Chicago,Yes
CUST-1181,Emma Brown,F,24,01-10-2022,N/A,563.0,27.0,,Yes
CUST-1825,Sarah Smith,,210,04/09/2020,"$71,800",610.0,96.0,New York,Yes
CUST-1113,James Johnson,Male,40,2023-10-27,"$50,300.00",617.0,, NY ,Yes
CUST-1578,Emily Smith,Female,32,2019-07-27,"$59,900.00",754.0,29.0,San Francisco,No
CUST-1382,Robert Garcia,Other,62,09-16-2020,"$15,000.00",720.0,24.0,Chicago,N
CUST-1216,Emma Davis,f,37,2021-04-04,"$58,500",587.0,94.0,New York,No
CUST-1164,John Williams,f,64,2019-10-10,"$65,300",767.0,60.0,San Francisco,yes
CUST-1372,John Garcia,Male,69,10-13-2021,"$69,300",619.0,59.0,Chicago,
CUST-1665,Michael Smith,male,73,"November 24, 2023",,717.0,66.0,New York,no
CUST-1778,,male,54,2022-12-26,"$67,700",,90.0,Chicago,No
CUST-1024,DAVID SMITH,Male,50,01/01/2021,"$71,500",614.0,84.0,NYC,N
CUST-1513,Michael Garcia,f,33,"October 01, 2021","$72,200",646.0,7.0,NYC,No
CUST-1792,SARAH MARTINEZ,Female,59,2020-10-24,64500.0,,3.0,San Francisco,Yes
CUST-1763,Michael Miller,female,63,07-12-2019,N/A,616.0,56.0,Chi-Town,No
CUST-1051,ROBERT BROWN, Man ,23,04/12/2023,80800.0,753.0,11.0,Chicago,yes
 CUST-1070 ,Robert Johnson,Female,0,2024-02-19,"$79,000",713.0,31.0,chicago,Yes
CUST-1285,Jane Brown,Male,34,09-25-2022,"$51,600.00",625.0,68.0,NYC,No
CUST-1023,Michael Rodriguez,Female,24,"May 09, 2020","$51,400.00",623.0,3.0,Chicago,Y
CUST-1528,Emma Martinez,Female,51,08-11-2023,"$47,600",1050.0,83.0, NY ,No
CUST-1192,David Garcia,Female,73,2021-12-07,"$65,500",759.0,43.0,NYC,Yes
CUST-1593,Emma Rodriguez,Female,42,04-04-2022,"$46,000.00",709.0,51.0,san francisco,No
CUST-1107,  robert smith  ,F,59,2020-05-18,"$62,800.00",734.0,44.0,San Francisco,N
CUST-1058,David Rodriguez,female,36,19/07/2020,"$46,900.00",679.0,80.0,New York,N
CUST-1398,Robert Jones,M,33,04/03/2022,39500.0,651.0,98.0,New York,Yes
 CUST-1150 ,  john martinez  ,male,25,05/06/2021,66400.0,840.0,47.0,SF,No
CUST-1138,James Martinez,M,,28/07/2022,"$58,100.00",687.0,85.0,SF,Yes
CUST-1189,  david garcia  ,Female,28,2021-04-04,15000,639.0,35.0,San Francisco,yes
CUST-1486,Emma Brown,male,18,06-06-2022,"$66,800.00",722.0,24.0,New York,No
CUST-1949,James Johnson,Male,44,2024-05-23,"$70,800",675.0,24.0, NY ,Yes
CUST-1112,  emma davis  ,male,,02/09/2023,"$64,600.00",640.0,29.0,san francisco,No
CUST-1629,Michael Smith,male,74,2021-10-15,"$105,700",674.0,78.0,SF,NO
CUST-1575,Jane Martinez,Female,54,"September 02, 2024","$23,900.00",739.0,45.0,New York,No
CUST-1277,Robert Davis,Female,21,2019-10-02,"$82,100.00",710.0,20.0,san francisco,No
CUST-1621,David Jones,male,64,03-04-2023,N/A,572.0,22.0,San Francisco,yes
CUST-1413,Emily Rodriguez,Male,62,04-13-2022,"$90,800.00",638.0,8.0,San Francisco,No
CUST-1155,EMILY GARCIA, Man ,37,"January 16, 2019","$34,400.00",716.0,62.0,New York,no
CUST-1533,Robert Williams,male,35,"January 22, 2021",,713.0,79.0,SF,Yes
CUST-1743,Jane Martinez,Male,49,"November 24, 2024","$95,700.00",784.0,94.0,Chicago,No
CUST-1054,James Brown,F,53 yrs,10-01-2021,"$27,000.00",674.0,51.0,New York,YES
CUST-1165,Emily Smith,f,29,"March 09, 2022","$39,700.00",739.0,95.0,chicago,no
CUST-1346,Emily Johnson,Female,66,08-20-2022,"$87,600",631.0,16.0,SF,Yes
CUST-1056,Olivia Garcia,male,53,22/03/2024,"$47,900",771.0,89.0,NYC,N
CUST-1109,Emma Jones,Woman,48,2023-06-03,"$73,300",784.0,180.0, NY ,no
CUST-1922,James Garcia,Female,40,2019-07-05,"$24,900",820.0,16.0,chicago,Yes
CUST-1934,David Jones,Male,63,,"$69,000.00",581.0,16.0,san francisco,Y
CUST-1174,John Jones,female,34,01/10/2023,72600.0,773.0,180.0,San Francisco,No
CUST-1787,David Jones,female,47,2024-09-04,63200.0,717.0,61.0,New York,no
 CUST-1220 ,John Johnson,Male,75,02/01/2021,"$26,400",681.0,80.0,San Francisco,Yes
CUST-1584,Sarah Brown,Female,44,,"$79,000",550.0,64.0,New York,true
CUST-1331,Michael Martinez,Male,54,"September 22, 2021","$53,000.00",702.0,60.0,Chicago,Yes
CUST-1661,Olivia Miller,female,61,10-21-2024,"$52,900.00",622.0,62.0,San Francisco,Yes
CUST-1152,OLIVIA GARCIA,Male,,22/03/2020,"$65,700.00",999.0,53.0,Chicago,YES
CUST-1185,  john smith  ,Female,54 yrs,2024-05-24,"$30,300",828.0,93.0,San Francisco,Yes
CUST-1771,Sarah Davis,female,57,2019-01-07,"$73,000.00",667.0,12.0,SF,Yes
CUST-1332,Emma Miller,male,210,2024-09-02,"$75,600.00",684.0,80.0,Chicago,yes
CUST-1451,James Johnson,male,36,04/01/2020,,542.0,8.0,New York,Yes
CUST-1626,John Brown,Male,43,26/04/2020,"$46,500",649.0,79.0,chicago,Yes
CUST-1409,John Martinez,male,47,22/02/2020,"$67,500",714.0,2.0,new york,no
CUST-1535,MICHAEL RODRIGUEZ,Male,27,2019-05-04,77400.0,728.0,145.0,New York,no
CUST-1724,Sarah Martinez,M,39,22/03/2024,,757.0,43.0, NY ,yes
CUST-1892,SARAH WILLIAMS,m,26,01/06/2021,"$66,200.00",565.0,100.0,New York,Yes
CUST-1884,Jane Rodriguez,male,62,2024-12-10,"$95,500",734.0,29.0,chicago,No
CUST-1196,  john miller  ,Female,34,15/10/2019,90600.0,,99.0,New York,yes
CUST-1943,David Williams,m,74,2020-09-26,"$30,500.00",715.0,30.0,New York,yes
CUST-1275,Emily Davis,M,70,"August 21, 2020",75900.0,668.0,5.0,Chicago,Yes
 CUST-1170 ,Sarah Martinez,Female,69,23/09/2023,"$93,700",671.0,64.0,new york,yes
CUST-1231,David Smith,m,36,08-13-2019,43700.0,662.0,3.0,Chicago,Yes
CUST-1074,Michael Brown,Male,35,07/06/2022,"$82,300",715.0,15.0,chicago,yes
CUST-1208,Michael Brown,Male,45,09-04-2019,N/A,694.0,63.0,New York,no
CUST-1306,Olivia Brown,m,29,15/11/2024,,605.0,79.0,New York,No
CUST-1424,  emma martinez  ,Female,66,05-11-2019,"$79,700.00",706.0,52.0,San Francisco,no
CUST-1609,David Davis,male,31,02/05/2019,48700.0,784.0,22.0,New York,NO
CUST-1303,David Rodriguez,Male,24,25/06/2019,80200.0,648.0,10.0,Chicago,false
 CUST-1240 ,Emily Johnson,Other,19,2022-02-02,"$81,600",822.0,,San Francisco,Y
CUST-1195,DAVID BROWN,f,22,06/04/2020,,693.0,23.0,New York,No
CUST-1482,Sarah Miller,female,,22/12/2022,63400.0,840.0,41.0,,Yes
CUST-1209,John Rodriguez,Female,54,2023-02-05,"$63,100",762.0,5.0,San Francisco,Yes
CUST-1244,  robert smith  ,F,39,"October 28, 2024","$86,000.00",618.0,6.0,new york,
CUST-1912,Sarah Garcia,Male,36,"February 10, 2022",,545.0,1.0,New York,No
 CUST-1010 ,James Davis,Male,35,06-02-2024,63300.0,576.0,,Chi-Town,Yes
CUST-1147,Michael Rodriguez,female,35,17/11/2022,33400.0,626.0,90.0,San Francisco,no
CUST-1352,Jane Davis,Male,72,22/06/2021,"$97,300.00",700.0,59.0,New York,Yes
 CUST-1040 ,Jane Miller,F,24,2022-03-14,"$58,400.00",730.0,21.0,SF,Yes
CUST-1693,Emma Miller,male,54,2020-09-08,N/A,595.0,61.0,Chicago,Yes
CUST-1585,David Smith,Female,31,23/02/2019,"$74,900.00",757.0,61.0,San Francisco,true
CUST-1207,Sarah Martinez,F,73,"April 18, 2022","$95,400.00",618.0,22.0,chicago,Yes
CUST-1467,Sarah Smith,Female,,2022-01-09,88200.0,756.0,100.0, NY ,YES
CUST-1065,Jane Martinez,Female,69,"April 09, 2023","$92,200.00",778.0,77.0,Chicago,no
CUST-1041,Jane Rodriguez,Female,71,21/06/2023,N/A,714.0,7.0,NYC,no
CUST-1127,  david miller  ,Woman,46,06-12-2019,"$81,400.00",826.0,78.0,new york,No
CUST-1289,Olivia Jones,Male,24,06-10-2024,"$75,100.00",725.0,87.0,New York,yes
CUST-1676,David Jones,m,49,2020-10-27,"$74,600.00",687.0,90.0,San Francisco,YES
 CUST-1720 ,Emily Brown,female,30,2021-03-23,"$88,600.00",810.0,,San Francisco,
CUST-1859,Michael Miller,Male,23,01-26-2023,"$77,700.00",720.0,91.0,New York,Yes
CUST-1411,John Brown,Female,70,2020-08-05,"$47,400",,55.0,san francisco,YES
CUST-1381,Michael Jones,Female,40,2024-01-18,"$63,900.00",608.0,43.0,San Francisco,Yes
CUST-1679,Emily Rodriguez,Male,49,13/04/2020,"$65,300.00",605.0,37.0,Chicago,
CUST-1135,EMILY GARCIA,F,62,18/11/2020,"$58,700.00",687.0,73.0,Chicago,No
 CUST-1350 ,JAMES RODRIGUEZ,Female,54 yrs,2019-12-21,"$64,900",672.0,180.0,San Francisco,YES
CUST-1367,Michael Johnson,male,33,10-21-2023,"$60,100.00",697.0,8.0,New York,Y
 CUST-1480 ,James Smith,Male,,16/02/2024,"$68,300.00",598.0,51.0,New York,NO
CUST-1095,James Williams,M,42,2022-04-06,"$80,800",829.0,83.0, NY ,Y
 CUST-1700 ,Emily Brown,Male,59,2019-02-21,"$30,900",623.0,29.0, NY ,Yes
CUST-1553,James Smith,Male,32,04-16-2021,"$39,700.00",639.0,71.0,san francisco,YES
CUST-1158,Sarah Johnson,male,40,"August 20, 2024","$59,400.00",1050.0,5.0,San Francisco,Yes
 CUST-1140 ,Michael Williams,Male,42,04-12-2023,"$53,200.00",150.0,89.0,New York,no
CUST-1736,Sarah Williams,Female,37,07-27-2022,68000.0,737.0,87.0,Chicago,yes
CUST-1312,Emily Smith,Male,48,2020-07-19,"$94,100",798.0,66.0,New York,Yes
CUST-1328,Emma Davis,female,62,16/10/2024,94200.0,731.0,18.0,san francisco,yes
CUST-1916,David Martinez,Female,54,11/02/2024,"$66,500",606.0,91.0,Chicago,false
CUST-1129,Sarah Brown,F,31 yrs,2020-12-12,"$53,800",653.0,17.0,New York,no
CUST-1286,  sarah brown  ,female,51 yrs,2021-04-12,"$56,100",740.0,64.0,New York,Yes
CUST-1224,Olivia Williams,Male,18,27/10/2020,"$54,800",701.0,40.0,NYC,N
CUST-1065,Jane Martinez,Female,69,"April 09, 2023","$92,200.00",778.0,77.0,Chicago,no
CUST-1377,David Garcia,M,30 yrs,06-07-2019,"$86,900",625.0,26.0,Chicago,Yes
CUST-1745,Olivia Williams,M,64,02/02/2021,"$62,100",629.0,73.0,San Francisco,Yes
CUST-1671,JOHN BROWN,Female,32,2022-03-24,"$92,200.00",650.0,1.0, NY ,YES
 CUST-1920 ,DAVID JONES,Male,46,04-10-2022,"$94,900",716.0,,New York,No
CUST-1363,Olivia Smith,Male,27,2022-08-24,65300.0,831.0,86.0,New York,Y
CUST-1096,DAVID JOHNSON,Female,44,06-24-2019,N/A,742.0,,Chicago,No
CUST-1184,  sarah miller  ,male,185,11-22-2020,"$54,300.00",787.0,18.0,SF,yes
CUST-1012,James Brown,Female,62,05/11/2019,,709.0,82.0,san francisco,No
CUST-1209,MICHAEL GARCIA,male,49,02-20-2020,"$59,700",,33.0,New York,Yes
CUST-1163,Emma Miller,Male,62,,"$77,900.00",742.0,9.0,Chicago,Y
CUST-1461,James Rodriguez,Male,65,"April 10, 2019","$2,500,000.00",618.0,13.0,San Francisco,Y
CUST-1221,Jane Williams,f,49 yrs,"August 02, 2022",21600.0,120.0,2.0,san francisco,false
CUST-1057,Olivia Rodriguez,Male,53,09/09/2022,,702.0,19.0,Chicago,Yes
CUST-1156,Emma Davis, Man ,27,2024-03-27,"$34,200.00",698.0,38.0,New York,No
CUST-1631,Robert Miller,M,19,2023-06-15,"$57,700.00",639.0,75.0,san francisco,yes
CUST-1704,Jane Smith,Male,39,2020-12-17,73300.0,150.0,67.0,NYC,true
CUST-1618,Sarah Smith,m,37,27/08/2019,"$76,900.00",759.0,43.0, NY ,No
CUST-1722,ROBERT WILLIAMS,Male,37,2021-09-10,"$71,900",714.0,92.0,chicago,NO
CUST-1199,  emily davis  ,M,28,"March 16, 2023","$67,000",625.0,18.0,New York,No
CUST-1572,,male,185,26/04/2019,"$54,500.00",755.0,43.0,San Francisco,No
CUST-1061,David Miller,f,40,"April 02, 2024","$30,900",741.0,48.0,New York,false
CUST-1099,Robert Garcia,,,2023-10-26,73900.0,819.0,34.0,San Francisco,true
CUST-1939,Michael Davis,Male,27,2019-06-11,"$74,000",553.0,28.0,,no
CUST-1344,Robert Brown,Male,30,04-05-2019,"$65,400",777.0,67.0,chicago,yes
CUST-1243,Sarah Jones,female,71,12-24-2019,104100.0,786.0,8.0,Chicago,NO
 CUST-1380 ,James Johnson,Female,74,2022-02-18,"$103,400.00",715.0,145.0,chicago,no
CUST-1259,James Rodriguez,F,71,"October 18, 2023","$71,700.00",643.0,85.0, NY ,yes
CUST-1923,Emily Rodriguez,Male,21,13/12/2024,"$52,600",690.0,27.0,NYC,YES
CUST-1194,,Male,58,2022-06-04,"$59,200",767.0,15.0,San Francisco,YES
 CUST-1110 ,Robert Garcia,male,58,17/04/2019,"$66,800.00",782.0,94.0, NY ,no
 CUST-1240 ,Robert Garcia,Male,61,10-02-2019,,751.0,145.0,New York,No
CUST-1423,,Female,,12/10/2022,"$91,800",618.0,74.0,Chicago,yes
CUST-1624,  david rodriguez  ,Male,31,15/07/2019,"$96,400",649.0,58.0,San Francisco,No
 CUST-1390 ,Robert Miller,F,0,08/06/2024,"$83,900.00",748.0,47.0, NY ,Yes
CUST-1254,Jane Brown,Male,23,02/10/2019,"$93,800.00",595.0,38.0,Chicago,No
CUST-1104,John Johnson,Female,,"May 06, 2020","$52,600",762.0,,san francisco,NO
CUST-1079,Robert Jones,Female,36,2021-01-16,"$52,600.00",753.0,3.0,chicago,true
CUST-1309,  emma johnson  ,female,66,2023-09-11,-5000,627.0,92.0,Chicago,Y
 CUST-1850 ,Robert Jones,f,,15/08/2023,"$62,800",714.0,67.0,chicago,Yes
CUST-1561,Robert Williams,female,47,05-17-2019,51000.0,623.0,5.0,New York,No
CUST-1802,Michael Martinez,Other,27,10-18-2022,69200.0,734.0,99.0,New York,true
CUST-1886,Michael Martinez,F,36,"March 02, 2023","$70,200",727.0,20.0,new york,Y
CUST-1178,David Williams,Female,50,2022-05-08,84700.0,800.0,54.0,Chi-Town,yes
CUST-1171,Robert Martinez,female,29,"February 27, 2021","$69,900",712.0,40.0,San Francisco,Yes
CUST-1926,James Rodriguez,Female,68,04/08/2022,62100.0,617.0,2.0,San Francisco,yes
CUST-1265,Emma Garcia,female,60 yrs,03-19-2023,"$61,500.00",745.0,63.0,new york,YES
CUST-1037,Michael Davis,male,47,"July 19, 2022","$62,500",798.0,65.0,New York,no
 CUST-1030 ,John Jones,F,71,2022-08-25,"$78,100.00",745.0,14.0,NYC,No
CUST-1088,Michael Davis,Female,43,07-06-2023,"$19,800.00",706.0,10.0,Chicago,No
CUST-1148,Emily Jones,F,38,20/02/2020,"$35,000.00",755.0,57.0,New York,yes
CUST-1117,DAVID GARCIA,f,45,2019-05-19,"$47,000",547.0,18.0,SF,Yes
CUST-1447,David Brown,Male,66,27/07/2022,"$21,400.00",806.0,37.0,New York,no
CUST-1808,  david miller  ,Male,63,2022-09-09,"$2,500,000.00",,,Chicago,Yes
 CUST-1660 ,James Johnson,M,71,09/08/2024,"$2,500,000.00",635.0,180.0,New York,No
CUST-1614,Emily Miller,female,66,04-21-2020,"$2,500,000.00",818.0,19.0,San Francisco,yes
CUST-1228,Olivia Garcia,m,,10-28-2019,"$39,400.00",761.0,6.0,San Francisco,Yes
CUST-1803,JAMES GARCIA,Female,36 yrs,01/07/2020,-5000,767.0,65.0,SF,No
CUST-1266,Sarah Martinez,F,71,invalid_date_str,"$59,300.00",701.0,57.0,new york,Yes
CUST-1059,John Davis,male,19,,,793.0,100.0,San Francisco,No
CUST-1605,Sarah Smith,male,37,2021-11-15,"$89,100",630.0,85.0,chicago,Y
CUST-1754,JAMES DAVIS,M,53,19/11/2024,N/A,735.0,20.0,New York,Y
CUST-1706,Emily Rodriguez,female,22,10-17-2020,46100.0,607.0,80.0,chicago,No
CUST-1552,James Rodriguez,female,74,18/03/2023,77100.0,693.0,52.0,New York,No
CUST-1358,  michael brown  ,Male,21,05/01/2022,,683.0,67.0,new york,No
CUST-1673,John Garcia,Male,18,2019-07-01,,666.0,12.0,New York,yes
CUST-1788,John Jones,Male,24,"May 27, 2021","$51,200",647.0,11.0,,Y
CUST-1905,Robert Williams,female,45,17/06/2024,"$36,600.00",623.0,66.0,New York,no
CUST-1793,Olivia Smith,male,19,"October 01, 2021","$61,600",680.0,91.0,new york,Y
CUST-1705,  emily jones  ,Male,31,26/07/2023,"$50,300.00",680.0,67.0,Chicago,no
CUST-1772,James Rodriguez,Female,51,12-18-2022,"$38,400.00",697.0,62.0,SF,No
CUST-1355,Robert Jones,Woman,60 yrs,"November 02, 2019","$76,500.00",532.0,32.0,San Francisco,Yes
CUST-1083,David Jones,Male,69,18/11/2021,"$48,600",737.0,89.0,New York,Y
CUST-1129,Michael Williams,,65,2023-09-05,"$55,800",625.0,10.0,Chicago,Yes
CUST-1667,Emily Jones,Female,57,,"$55,400.00",564.0,15.0,San Francisco,No
CUST-1206,Emily Martinez,Female,31,05/10/2019,"$64,600.00",752.0,69.0,Chicago,Yes
CUST-1021,James Jones,male,23,2022-04-14,,838.0,51.0,san francisco,true
