Customer_ID,Full_Name,Gender,Age,Join_Date,Annual_Income,Credit_Score,Spending_Score,City,Loyalty_Member
CUST-1298,David Miller,Female,71,2019-05-27,62600.0,744,62,Chicago,No
CUST-1938,Emily Smith,Male,33,2022-01-12,58800.0,683,98,Chicago,No
CUST-1296,Michael Rodriguez,Male,48,2021-09-27,33300.0,576,31,San Francisco,No
CUST-1361,Emily Miller,Male,46,2024-03-21,45800.0,721,14,San Francisco,Yes
CUST-1746,David Johnson,Female,63,2021-09-25,58800.0,612,13,Chicago,No
CUST-1078,John Davis,Other,27,2020-08-19,77900.0,671,3,Chicago,Yes
CUST-1063,John Smith,Female,67,2019-11-10,73600.0,683,83,Chicago,Yes
CUST-1174,Emma Williams,Male,60,2023-03-13,56800.0,664,41,New York,Yes
CUST-1169,Emily Martinez,Female,19,2024-07-15,44500.0,840,76,San Francisco,Yes
CUST-1394,Emma Brown,Female,73,2023-05-13,30400.0,609,100,New York,Yes
CUST-1514,Emily Rodriguez,Male,47,2019-07-19,56400.0,555,68,Chicago,Yes
CUST-1765,Sarah Davis,Male,56,2019-07-19,87300.0,729,95,San Francisco,No
CUST-1323,Michael Miller,Female,33,2020-03-18,36500.0,680,93,New York,Yes
CUST-1752,John Rodriguez,Male,64,2021-03-17,65650.0,683,39,San Francisco,Yes
CUST-1304,David Garcia,Male,60,2022-08-23,111500.0,732,72,Chicago,Yes
CUST-1560,James Rodriguez,Male,47,2021-06-08,38900.0,835,71,Chicago,Yes
CUST-1426,Emma Williams,Male,46,2021-06-08,45700.0,652,89,New York,Yes
CUST-1035,Jane Smith,Male,57,2022-05-13,73000.0,683,78,New York,No
CUST-1944,Emma Martinez,Male,55,2020-03-27,53400.0,692,8,San Francisco,Yes
CUST-1712,Olivia Jones,Male,65,2020-04-26,38600.0,653,68,New York,No
CUST-1894,James Williams,Female,64,2020-04-26,96100.0,683,50,New York,Yes
CUST-1077,David Williams,Female,49,2021-02-25,88900.0,690,8,New York,Yes
CUST-1183,Jane Rodriguez,Male,50,2022-02-05,66700.0,840,16,San Francisco,No
CUST-1044,Michael Jones,Female,59,2019-12-23,72000.0,606,46,San Francisco,No
CUST-1737,Robert Davis,Female,66,2024-03-27,67600.0,670,50,Chicago,No
CUST-1809,Robert Johnson,Female,65,2021-02-21,53100.0,762,65,San Francisco,Yes
CUST-1506,James Garcia,Male,66,2021-02-21,83700.0,696,30,New York,No
CUST-1031,David Garcia,Female,72,2023-07-01,50400.0,683,94,San Francisco,Yes
CUST-1529,David Smith,Female,28,2021-02-21,65650.0,677,53,New York,No
CUST-1594,John Garcia,Female,40,2020-01-28,101900.0,598,85,San Francisco,No
CUST-1622,Emma Jones,Female,41,2022-10-11,71900.0,657,23,New York,No
CUST-1123,Robert Jones,Male,29,2021-09-16,62400.0,640,99,New York,No
CUST-1086,James Brown,Other,46,2021-12-15,30800.0,735,46,Chicago,Yes
CUST-1469,Emily Martinez,Male,28,2019-07-14,65650.0,683,57,New York,No
CUST-1770,Olivia Martinez,Male,46,2021-02-14,105100.0,553,29,New York,No
CUST-1558,James Miller,Female,75,2021-01-17,65650.0,768,70,San Francisco,No
CUST-1101,Jane Williams,Male,18,2020-01-16,74500.0,791,25,San Francisco,No
CUST-1670,Jane Jones,Male,41,2024-01-26,55000.0,671,92,San Francisco,No
CUST-1342,Robert Smith,Male,26,2023-06-14,70700.0,709,15,San Francisco,Yes
CUST-1089,James Johnson,Male,26,2020-02-07,62200.0,688,19,Chicago,Yes
CUST-1551,Jane Williams,Female,20,2024-05-20,65650.0,708,9,San Francisco,Yes
CUST-1308,John Miller,Female,74,2022-07-11,71100.0,613,64,New York,No
CUST-1055,Olivia Garcia,Female,25,2021-10-09,48900.0,683,55,New York,Yes
CUST-1917,Emily Davis,Female,46,2024-09-08,102300.0,736,99,Chicago,Yes
CUST-1181,Emma Brown,Female,24,2022-01-10,65650.0,563,27,New York,Yes
CUST-1825,Sarah Smith,Male,46,2020-04-09,71800.0,610,96,New York,Yes
CUST-1113,James Johnson,Male,40,2023-10-27,50300.0,617,50,New York,Yes
CUST-1578,Emily Smith,Female,32,2019-07-27,59900.0,754,29,San Francisco,No
CUST-1382,Robert Garcia,Other,62,2020-09-16,15000.0,720,24,Chicago,No
CUST-1216,Emma Davis,Female,37,2021-04-04,58500.0,587,94,New York,No
CUST-1164,John Williams,Female,64,2019-10-10,65300.0,767,60,San Francisco,Yes
CUST-1372,John Garcia,Male,69,2021-10-13,69300.0,619,59,Chicago,No
CUST-1665,Michael Smith,Male,73,2023-11-24,65650.0,717,66,New York,No
CUST-1778,,Male,54,2022-12-26,67700.0,683,90,Chicago,No
CUST-1024,David Smith,Male,50,2021-01-01,71500.0,614,84,New York,No
CUST-1513,Michael Garcia,Female,33,2021-10-01,72200.0,646,7,New York,No
CUST-1792,Sarah Martinez,Female,59,2020-10-24,64500.0,683,3,San Francisco,Yes
CUST-1763,Michael Miller,Female,63,2019-07-12,65650.0,616,56,Chicago,No
CUST-1051,Robert Brown,Male,23,2023-04-12,80800.0,753,11,Chicago,Yes
CUST-1070,Robert Johnson,Female,46,2024-02-19,79000.0,713,31,Chicago,Yes
CUST-1285,Jane Brown,Male,34,2022-09-25,51600.0,625,68,New York,No
CUST-1023,Michael Rodriguez,Female,24,2020-05-09,51400.0,623,3,Chicago,Yes
CUST-1528,Emma Martinez,Female,51,2023-08-11,47600.0,683,83,New York,No
CUST-1192,David Garcia,Female,73,2021-12-07,65500.0,759,43,New York,Yes
CUST-1593,Emma Rodriguez,Female,42,2022-04-04,46000.0,709,51,San Francisco,No
CUST-1107,Robert Smith,Female,59,2020-05-18,62800.0,734,44,San Francisco,No
CUST-1058,David Rodriguez,Female,36,2020-07-19,46900.0,679,80,New York,No
CUST-1398,Robert Jones,Male,33,2022-04-03,39500.0,651,98,New York,Yes
CUST-1150,John Martinez,Male,25,2021-05-06,66400.0,840,47,San Francisco,No
CUST-1138,James Martinez,Male,46,2022-07-28,58100.0,687,85,San Francisco,Yes
CUST-1189,David Garcia,Female,28,2021-04-04,15000.0,639,35,San Francisco,Yes
CUST-1486,Emma Brown,Male,18,2022-06-06,66800.0,722,24,New York,No
CUST-1949,James Johnson,Male,44,2024-05-23,70800.0,675,24,New York,Yes
CUST-1112,Emma Davis,Male,46,2023-02-09,64600.0,640,29,San Francisco,No
CUST-1629,Michael Smith,Male,74,2021-10-15,105700.0,674,78,San Francisco,No
CUST-1575,Jane Martinez,Female,54,2024-09-02,23900.0,739,45,New York,No
CUST-1277,Robert Davis,Female,21,2019-10-02,82100.0,710,20,San Francisco,No
CUST-1621,David Jones,Male,64,2023-03-04,65650.0,572,22,San Francisco,Yes
CUST-1413,Emily Rodriguez,Male,62,2022-04-13,90800.0,638,8,San Francisco,No
CUST-1155,Emily Garcia,Male,37,2019-01-16,34400.0,716,62,New York,No
CUST-1533,Robert Williams,Male,35,2021-01-22,65650.0,713,79,San Francisco,Yes
CUST-1743,Jane Martinez,Male,49,2024-11-24,95700.0,784,94,Chicago,No
CUST-1054,James Brown,Female,53,2021-10-01,27000.0,674,51,New York,Yes
CUST-1165,Emily Smith,Female,29,2022-03-09,39700.0,739,95,Chicago,No
CUST-1346,Emily Johnson,Female,66,2022-08-20,87600.0,631,16,San Francisco,Yes
CUST-1056,Olivia Garcia,Male,53,2024-03-22,47900.0,771,89,New York,No
CUST-1109,Emma Jones,Female,48,2023-06-03,73300.0,784,100,New York,No
CUST-1922,James Garcia,Female,40,2019-07-05,24900.0,820,16,Chicago,Yes
CUST-1934,David Jones,Male,63,2019-07-05,69000.0,581,16,San Francisco,Yes
CUST-1787,David Jones,Female,47,2024-09-04,63200.0,717,61,New York,No
CUST-1220,John Johnson,Male,75,2021-02-01,26400.0,681,80,San Francisco,Yes
CUST-1584,Sarah Brown,Female,44,2021-02-01,79000.0,550,64,New York,Yes
CUST-1331,Michael Martinez,Male,54,2021-09-22,53000.0,702,60,Chicago,Yes
CUST-1661,Olivia Miller,Female,61,2024-10-21,52900.0,622,62,San Francisco,Yes
CUST-1152,Olivia Garcia,Male,46,2020-03-22,65700.0,683,53,Chicago,Yes
CUST-1185,John Smith,Female,54,2024-05-24,30300.0,828,93,San Francisco,Yes
CUST-1771,Sarah Davis,Female,57,2019-01-07,73000.0,667,12,San Francisco,Yes
CUST-1332,Emma Miller,Male,46,2024-09-02,75600.0,684,80,Chicago,Yes
CUST-1451,James Johnson,Male,36,2020-04-01,65650.0,542,8,New York,Yes
CUST-1626,John Brown,Male,43,2020-04-26,46500.0,649,79,Chicago,Yes
CUST-1409,John Martinez,Male,47,2020-02-22,67500.0,714,2,New York,No
CUST-1535,Michael Rodriguez,Male,27,2019-05-04,77400.0,728,100,New York,No
CUST-1724,Sarah Martinez,Male,39,2024-03-22,65650.0,757,43,New York,Yes
CUST-1892,Sarah Williams,Male,26,2021-01-06,66200.0,565,100,New York,Yes
CUST-1884,Jane Rodriguez,Male,62,2024-12-10,95500.0,734,29,Chicago,No
CUST-1196,John Miller,Female,34,2019-10-15,90600.0,683,99,New York,Yes
CUST-1943,David Williams,Male,74,2020-09-26,30500.0,715,30,New York,Yes
CUST-1275,Emily Davis,Male,70,2020-08-21,75900.0,668,5,Chicago,Yes
CUST-1170,Sarah Martinez,Female,69,2023-09-23,93700.0,671,64,New York,Yes
CUST-1074,Michael Brown,Male,35,2022-07-06,82300.0,715,15,Chicago,Yes
CUST-1208,Michael Brown,Male,45,2019-09-04,65650.0,694,63,New York,No
CUST-1306,Olivia Brown,Male,29,2024-11-15,65650.0,605,79,New York,No
CUST-1424,Emma Martinez,Female,66,2019-05-11,79700.0,706,52,San Francisco,No
CUST-1609,David Davis,Male,31,2019-02-05,48700.0,784,22,New York,No
CUST-1303,David Rodriguez,Male,24,2019-06-25,80200.0,648,10,Chicago,No
CUST-1240,Emily Johnson,Other,19,2022-02-02,81600.0,822,50,San Francisco,Yes
CUST-1195,David Brown,Female,22,2020-06-04,65650.0,693,23,New York,No
CUST-1482,Sarah Miller,Female,46,2022-12-22,63400.0,840,41,New York,Yes
CUST-1209,John Rodriguez,Female,54,2023-02-05,63100.0,762,5,San Francisco,Yes
CUST-1244,Robert Smith,Female,39,2024-10-28,86000.0,618,6,New York,No
CUST-1912,Sarah Garcia,Male,36,2022-02-10,65650.0,545,1,New York,No
CUST-1010,James Davis,Male,35,2024-06-02,63300.0,576,50,Chicago,Yes
CUST-1147,Michael Rodriguez,Female,35,2022-11-17,33400.0,626,90,San Francisco,No
CUST-1352,Jane Davis,Male,72,2021-06-22,97300.0,700,59,New York,Yes
CUST-1040,Jane Miller,Female,24,2022-03-14,58400.0,730,21,San Francisco,Yes
CUST-1693,Emma Miller,Male,54,2020-09-08,65650.0,595,61,Chicago,Yes
CUST-1585,David Smith,Female,31,2019-02-23,74900.0,757,61,San Francisco,Yes
CUST-1207,Sarah Martinez,Female,73,2022-04-18,95400.0,618,22,Chicago,Yes
CUST-1467,Sarah Smith,Female,46,2022-01-09,88200.0,756,100,New York,Yes
CUST-1065,Jane Martinez,Female,69,2023-04-09,92200.0,778,77,Chicago,No
CUST-1041,Jane Rodriguez,Female,71,2023-06-21,65650.0,714,7,New York,No
CUST-1127,David Miller,Female,46,2019-06-12,81400.0,826,78,New York,No
CUST-1289,Olivia Jones,Male,24,2024-06-10,75100.0,725,87,New York,Yes
CUST-1676,David Jones,Male,49,2020-10-27,74600.0,687,90,San Francisco,Yes
CUST-1720,Emily Brown,Female,30,2021-03-23,88600.0,810,50,San Francisco,No
CUST-1859,Michael Miller,Male,23,2023-01-26,77700.0,720,91,New York,Yes
CUST-1411,John Brown,Female,70,2020-08-05,47400.0,683,55,San Francisco,Yes
CUST-1381,Michael Jones,Female,40,2024-01-18,63900.0,608,43,San Francisco,Yes
CUST-1679,Emily Rodriguez,Male,49,2020-04-13,65300.0,605,37,Chicago,No
CUST-1135,Emily Garcia,Female,62,2020-11-18,58700.0,687,73,Chicago,No
CUST-1350,James Rodriguez,Female,54,2019-12-21,64900.0,672,100,San Francisco,Yes
CUST-1367,Michael Johnson,Male,33,2023-10-21,60100.0,697,8,New York,Yes
CUST-1480,James Smith,Male,46,2024-02-16,68300.0,598,51,New York,No
CUST-1095,James Williams,Male,42,2022-04-06,80800.0,829,83,New York,Yes
CUST-1700,Emily Brown,Male,59,2019-02-21,30900.0,623,29,New York,Yes
CUST-1553,James Smith,Male,32,2021-04-16,39700.0,639,71,San Francisco,Yes
CUST-1140,Michael Williams,Male,42,2023-04-12,53200.0,683,89,New York,No
CUST-1736,Sarah Williams,Female,37,2022-07-27,68000.0,737,87,Chicago,Yes
CUST-1312,Emily Smith,Male,48,2020-07-19,94100.0,798,66,New York,Yes
CUST-1328,Emma Davis,Female,62,2024-10-16,94200.0,731,18,San Francisco,Yes
CUST-1916,David Martinez,Female,54,2024-11-02,66500.0,606,91,Chicago,No
CUST-1129,Sarah Brown,Female,31,2020-12-12,53800.0,653,17,New York,No
CUST-1286,Sarah Brown,Female,51,2021-04-12,56100.0,740,64,New York,Yes
CUST-1224,Olivia Williams,Male,18,2020-10-27,54800.0,701,40,New York,No
CUST-1377,David Garcia,Male,30,2019-06-07,86900.0,625,26,Chicago,Yes
CUST-1745,Olivia Williams,Male,64,2021-02-02,62100.0,629,73,San Francisco,Yes
CUST-1671,John Brown,Female,32,2022-03-24,92200.0,650,1,New York,Yes
CUST-1920,David Jones,Male,46,2022-04-10,94900.0,716,50,New York,No
CUST-1363,Olivia Smith,Male,27,2022-08-24,65300.0,831,86,New York,Yes
CUST-1184,Sarah Miller,Male,46,2020-11-22,54300.0,787,18,San Francisco,Yes
CUST-1163,Emma Miller,Male,62,2020-11-22,77900.0,742,9,Chicago,Yes
CUST-1461,James Rodriguez,Male,65,2019-04-10,124100.0,618,13,San Francisco,Yes
CUST-1221,Jane Williams,Female,49,2022-08-02,21600.0,683,2,San Francisco,No
CUST-1057,Olivia Rodriguez,Male,53,2022-09-09,65650.0,702,19,Chicago,Yes
CUST-1156,Emma Davis,Male,27,2024-03-27,34200.0,698,38,New York,No
CUST-1631,Robert Miller,Male,19,2023-06-15,57700.0,639,75,San Francisco,Yes
CUST-1704,Jane Smith,Male,39,2020-12-17,73300.0,683,67,New York,Yes
CUST-1618,Sarah Smith,Male,37,2019-08-27,76900.0,759,43,New York,No
CUST-1722,Robert Williams,Male,37,2021-09-10,71900.0,714,92,Chicago,No
CUST-1199,Emily Davis,Male,28,2023-03-16,67000.0,625,18,New York,No
CUST-1572,,Male,46,2019-04-26,54500.0,755,43,San Francisco,No
CUST-1061,David Miller,Female,40,2024-04-02,30900.0,741,48,New York,No
CUST-1099,Robert Garcia,Male,46,2023-10-26,73900.0,819,34,San Francisco,Yes
CUST-1939,Michael Davis,Male,27,2019-06-11,74000.0,553,28,New York,No
CUST-1243,Sarah Jones,Female,71,2019-12-24,104100.0,786,8,Chicago,No
CUST-1380,James Johnson,Female,74,2022-02-18,103400.0,715,100,Chicago,No
CUST-1259,James Rodriguez,Female,71,2023-10-18,71700.0,643,85,New York,Yes
CUST-1923,Emily Rodriguez,Male,21,2024-12-13,52600.0,690,27,New York,Yes
CUST-1194,,Male,58,2022-06-04,59200.0,767,15,San Francisco,Yes
CUST-1110,Robert Garcia,Male,58,2019-04-17,66800.0,782,94,New York,No
CUST-1423,,Female,46,2022-12-10,91800.0,618,74,Chicago,Yes
CUST-1624,David Rodriguez,Male,31,2019-07-15,96400.0,649,58,San Francisco,No
CUST-1390,Robert Miller,Female,46,2024-08-06,83900.0,748,47,New York,Yes
CUST-1254,Jane Brown,Male,23,2019-02-10,93800.0,595,38,Chicago,No
CUST-1104,John Johnson,Female,46,2020-05-06,52600.0,762,50,San Francisco,No
CUST-1079,Robert Jones,Female,36,2021-01-16,52600.0,753,3,Chicago,Yes
CUST-1309,Emma Johnson,Female,66,2023-09-11,65650.0,627,92,Chicago,Yes
CUST-1850,Robert Jones,Female,46,2023-08-15,62800.0,714,67,Chicago,Yes
CUST-1561,Robert Williams,Female,47,2019-05-17,51000.0,623,5,New York,No
CUST-1802,Michael Martinez,Other,27,2022-10-18,69200.0,734,99,New York,Yes
CUST-1886,Michael Martinez,Female,36,2023-03-02,70200.0,727,20,New York,Yes
CUST-1171,Robert Martinez,Female,29,2021-02-27,69900.0,712,40,San Francisco,Yes
CUST-1926,James Rodriguez,Female,68,2022-04-08,62100.0,617,2,San Francisco,Yes
CUST-1265,Emma Garcia,Female,60,2023-03-19,61500.0,745,63,New York,Yes
CUST-1037,Michael Davis,Male,47,2022-07-19,62500.0,798,65,New York,No
CUST-1030,John Jones,Female,71,2022-08-25,78100.0,745,14,New York,No
CUST-1088,Michael Davis,Female,43,2023-07-06,19800.0,706,10,Chicago,No
CUST-1148,Emily Jones,Female,38,2020-02-20,35000.0,755,57,New York,Yes
CUST-1117,David Garcia,Female,45,2019-05-19,47000.0,547,18,San Francisco,Yes
CUST-1447,David Brown,Male,66,2022-07-27,21400.0,806,37,New York,No
CUST-1808,David Miller,Male,63,2022-09-09,124100.0,683,50,Chicago,Yes
CUST-1660,James Johnson,Male,71,2024-09-08,124100.0,635,100,New York,No
CUST-1614,Emily Miller,Female,66,2020-04-21,124100.0,818,19,San Francisco,Yes
CUST-1228,Olivia Garcia,Male,46,2019-10-28,39400.0,761,6,San Francisco,Yes
CUST-1803,James Garcia,Female,36,2020-01-07,65650.0,767,65,San Francisco,No
CUST-1266,Sarah Martinez,Female,71,2020-01-07,59300.0,701,57,New York,Yes
CUST-1059,John Davis,Male,19,2020-01-07,65650.0,793,100,San Francisco,No
CUST-1605,Sarah Smith,Male,37,2021-11-15,89100.0,630,85,Chicago,Yes
CUST-1754,James Davis,Male,53,2024-11-19,65650.0,735,20,New York,Yes
CUST-1706,Emily Rodriguez,Female,22,2020-10-17,46100.0,607,80,Chicago,No
CUST-1552,James Rodriguez,Female,74,2023-03-18,77100.0,693,52,New York,No
CUST-1358,Michael Brown,Male,21,2022-05-01,65650.0,683,67,New York,No
CUST-1673,John Garcia,Male,18,2019-07-01,65650.0,666,12,New York,Yes
CUST-1788,John Jones,Male,24,2021-05-27,51200.0,647,11,New York,Yes
CUST-1905,Robert Williams,Female,45,2024-06-17,36600.0,623,66,New York,No
CUST-1793,Olivia Smith,Male,19,2021-10-01,61600.0,680,91,New York,Yes
CUST-1705,Emily Jones,Male,31,2023-07-26,50300.0,680,67,Chicago,No
CUST-1772,James Rodriguez,Female,51,2022-12-18,38400.0,697,62,San Francisco,No
CUST-1355,Robert Jones,Female,60,2019-11-02,76500.0,532,32,San Francisco,Yes
CUST-1083,David Jones,Male,69,2021-11-18,48600.0,737,89,New York,Yes
CUST-1667,Emily Jones,Female,57,2021-11-18,55400.0,564,15,San Francisco,No
CUST-1206,Emily Martinez,Female,31,2019-05-10,64600.0,752,69,Chicago,Yes
CUST-1021,James Jones,Male,23,2022-04-14,65650.0,838,51,San Francisco,Yes
CUST-1755,Jane Garcia,Male,55,2024-10-26,46700.0,732,33,San Francisco,Yes
CUST-1260,Olivia Garcia,Male,68,2024-10-26,76100.0,753,35,New York,Yes
CUST-1573,Olivia Johnson,Male,22,2022-02-18,124100.0,599,91,New York,Yes
CUST-1084,Olivia Rodriguez,Male,70,2023-07-22,124100.0,763,97,New York,No
CUST-1948,Michael Brown,Male,65,2024-01-23,58000.0,694,12,New York,Yes
CUST-1598,Jane Miller,Male,74,2019-03-08,43300.0,683,24,New York,No
CUST-1292,John Davis,Female,40,2022-03-22,93900.0,624,37,Chicago,Yes
CUST-1047,James Jones,Male,31,2020-02-23,61600.0,659,10,Chicago,Yes
CUST-1141,John Miller,Female,46,2020-02-23,65650.0,683,87,San Francisco,No
CUST-1588,Emily Davis,Male,36,2022-12-12,56300.0,633,24,New York,Yes
CUST-1541,Emily Martinez,Female,46,2019-12-28,24800.0,584,94,New York,Yes
CUST-1430,Olivia Rodriguez,Male,34,2019-05-20,31600.0,579,41,New York,Yes
CUST-1139,Robert Miller,Female,29,2021-11-20,72900.0,683,83,Chicago,Yes
CUST-1415,Jane Garcia,Male,29,2019-06-26,65650.0,660,50,Chicago,No
CUST-1906,Robert Garcia,Male,74,2019-03-07,78600.0,575,97,New York,No
CUST-1371,Jane Rodriguez,Female,57,2021-05-01,95100.0,800,34,New York,Yes
CUST-1274,Sarah Martinez,Male,71,2022-10-02,40000.0,607,7,New York,Yes
CUST-1651,Emily Garcia,Female,31,2024-12-13,53500.0,840,9,Chicago,Yes
CUST-1644,Emily Davis,Female,19,2019-11-10,72800.0,685,89,New York,No
CUST-1739,David Brown,Male,29,2020-10-20,65650.0,613,83,Chicago,No
CUST-1617,Olivia Williams,Male,34,2022-02-06,93900.0,683,12,New York,No
CUST-1738,Emily Davis,Male,61,2020-02-18,97100.0,725,50,San Francisco,No
CUST-1613,Olivia Rodriguez,Male,46,2022-12-06,51600.0,726,14,New York,No
CUST-1727,Jane Rodriguez,Female,37,2023-10-27,68800.0,686,38,Chicago,No
CUST-1717,John Garcia,Female,48,2022-11-12,70900.0,630,33,San Francisco,No
CUST-1924,John Brown,Male,66,2020-12-22,53600.0,754,28,San Francisco,Yes
CUST-1610,Michael Rodriguez,Female,56,2024-12-11,102700.0,623,1,San Francisco,No
CUST-1620,David Williams,Female,24,2024-12-11,66500.0,674,26,New York,No
CUST-1654,James Smith,Female,46,2022-08-09,124100.0,840,94,Chicago,Yes
CUST-1177,,Female,47,2024-08-22,47800.0,646,82,Chicago,No
CUST-1858,Jane Davis,Female,65,2019-12-12,66800.0,574,64,New York,Yes
CUST-1321,Jane Williams,Male,46,2020-07-06,70600.0,765,60,Chicago,Yes
CUST-1602,John Smith,Female,62,2019-12-06,36200.0,688,73,Chicago,Yes
CUST-1146,Olivia Davis,Female,50,2020-11-21,59500.0,587,22,New York,No
CUST-1908,Emily Brown,Female,27,2020-03-22,124100.0,662,95,New York,No
CUST-1039,James Martinez,Male,46,2023-06-25,57000.0,655,41,San Francisco,No
CUST-1242,Olivia Rodriguez,Male,75,2024-12-20,52400.0,587,42,Chicago,Yes
CUST-1701,Emma Martinez,Female,64,2024-06-03,93700.0,670,63,New York,Yes
CUST-1136,Olivia Garcia,Male,22,2019-08-08,65650.0,721,65,San Francisco,No
CUST-1310,Sarah Davis,Male,60,2020-10-23,60400.0,617,71,San Francisco,No
CUST-1087,Michael Smith,Male,27,2021-08-01,84400.0,629,37,Chicago,Yes
CUST-1248,James Johnson,Female,30,2020-01-03,76100.0,709,64,San Francisco,No
CUST-1454,,Male,37,2023-02-23,42400.0,719,98,San Francisco,No
CUST-1003,David Davis,Female,67,2022-04-13,57400.0,721,53,New York,No
CUST-1111,Sarah Davis,Male,18,2022-11-19,56300.0,773,74,New York,No
CUST-1677,Sarah Martinez,Male,32,2019-12-01,74300.0,676,3,New York,No
CUST-1453,Sarah Brown,Male,46,2021-03-23,66800.0,683,12,Chicago,No
CUST-1885,John Garcia,Male,46,2021-09-27,48400.0,818,76,San Francisco,Yes
CUST-1069,Jane Brown,Female,68,2019-02-24,27300.0,650,92,New York,No
CUST-1522,James Williams,Female,31,2020-12-17,87200.0,656,81,San Francisco,No
